,city,job_title,company_name,location,summary,salary
509,Los+Angeles,Associate Data Scientist,Beyond Limits,"Glendale, CA",Nothing found,"You will partner with senior Date Scientists to collect, process, and analyze data from projects relating to the energy, healthcare, finance, logistics, and..."
510,Los+Angeles,Data Scientist,Age of Learning,"Glendale, CA 91203",Nothing found,"Solid data extraction and data wrangling skills. Technical expertise in data analytics, including basic data mining and statistical modeling...."
511,Los+Angeles,"Full Stack Developer, Data Science & Insights",Netflix,"Los Angeles, CA",Nothing found,Partner closely with data scientists to create new tools and workflows that will maximize the impact of our data teams....
512,Los+Angeles,Data Scientist (Marketing Mix Modeling),Mattel,"El Segundo, CA 90245",Nothing found,Quantitative Marketing Analyst / Data Science Analyst. We are looking for a Quantitative Marketing Analyst to join our Data Science and Advanced Analytics team....
513,Los+Angeles,Senior Data Scientist,Hulu,"Santa Monica, CA",Nothing found,We are looking for data scientists who are passionate about using data to drive strategy and product recommendations....
514,Los+Angeles,Associate Data Scientist,Direct-to-Consumer and International,"Burbank, CA",Nothing found,With at least 3 years of professional work experience as a data scientist will be considered. The Associate Data Scientist is expected to work closely with...
515,Los+Angeles,"Data Scientist, Sr.",Children's Hospital Los Angeles,"Glendale, CA 91203",Nothing found,The Senior Data Scientist directs and carries out data-intensive research and development (R&D). The Senior Data Scientist is required to solve meaningful...
516,Los+Angeles,Genomic Scientist,Kaiser Permanente,"Los Angeles, CA 90039",Nothing found,"In addition, the job requires extensive data analysis of microarray or other data and preparation of aberration summaries...."
517,Los+Angeles,Data Scientist,Tala,"Santa Monica, CA",Nothing found,"We are looking for a Data Scientist interested in solving one of the world's largest problems:. Leverage a unique, diverse, and deep data set to find..."
518,Los+Angeles,Data Scientist,GOAT,"Los Angeles, CA",Nothing found,"Our Data Science team supports many vital tasks around the company including authentication, personalization, fraud detection, business development, operations,..."
519,Los+Angeles,Data Scientist II,Jet Propulsion Laboratory,"La Cañada Flintridge, CA",Nothing found,"Scientists, operations, decision makers and society. Experience analyzing remote sensing / scientific data sets. That is our focus at JPL...."
520,Los+Angeles,Open position at NASA JPL in machine learning,Jet Propulsion Laboratory,"La Cañada Flintridge, CA",Nothing found,"New ideas are all around us, but only a few will change the world. That’s our focus at JPL. We ask the biggest questions, then search the universe for answers..."
521,Los+Angeles,Data Scientist (Marketing Mix Modeling),Mattel,"El Segundo, CA 90245",Nothing found,Quantitative Marketing Analyst / Data Science Analyst. We are looking for a Quantitative Marketing Analyst to join our Data Science and Advanced Analytics team....
522,Los+Angeles,Data Analyst,Jam City,"Culver City, CA",Nothing found,"The Data Analyst works with Product Managers to produce actionable insights from player behavior data. You will collaborate with Data Scientists, Analysts and..."
523,Los+Angeles,Data Scientist,Munchkin Inc,"Los Angeles, CA",Nothing found,"As a Data Scientist, you will have direct responsibility of creating statistical models that drive forecasts on a Customer/SKU level...."
524,Los+Angeles,Genomic Scientist,Kaiser Permanente,"Los Angeles, CA 90039",Nothing found,"In addition, the job requires extensive data analysis of microarray or other data and preparation of aberration summaries...."
525,Los+Angeles,"Data Scientist, Sr.",Children's Hospital Los Angeles,"Glendale, CA 91203",Nothing found,The Senior Data Scientist directs and carries out data-intensive research and development (R&D). The Senior Data Scientist is required to solve meaningful...
526,Los+Angeles,"Analyst, U.S. TV Research",Sony Pictures Entertainment Inc.,"Culver City, CA 90232",Nothing found,"Collect, consolidate and analyze data from multiple sources while ensuring data quality and the integrity of its business implications...."
527,Los+Angeles,Data Scientist,Age of Learning,"Glendale, CA 91203",Nothing found,"Solid data extraction and data wrangling skills. Technical expertise in data analytics, including basic data mining and statistical modeling...."
528,Los+Angeles,Data Scientist,"Amazon Web Services, Inc.","Santa Monica, CA",Nothing found,Our Data Scientists can live in any location that has an AWS office. Experience giving data presentations. If you do not live in a market where we have an open...
529,Los+Angeles,"Data Scientist, Research & Statistics",Tala,"Santa Monica, CA",Nothing found,"3+ years of relevant analytical work experience in analyzing large, multi-dimensional data sets and synthesizing data insights into actionable recommendations...."
530,Los+Angeles,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Santa Monica, CA",Nothing found,Our Data Scientists can live in any location that has an AWS office. Experience giving data presentations. Experience using data visualization tools....
531,Los+Angeles,Data Scientist,Street Simplified,"Pasadena, CA",Nothing found,"Undergraduate or graduate degree in computer science, electrical engineering, or related fields. Experience processing and pulling insight from large (GB – TB)..."
532,Los+Angeles,Data Scientist,"Amazon Web Services, Inc.","Santa Monica, CA",Nothing found,Our Data Scientists can live in any location that has an AWS office. Experience giving data presentations. If you do not live in a market where we have an open...
533,Los+Angeles,Product Data Scientist - Engineering,Snapchat,"Los Angeles, CA",Nothing found,We’re looking for a Data Scientist to join Snap Inc! Fluency in SQL or other big data querying language. Help business and engineering partners make decisions...
534,Los+Angeles,Data Analyst,Jam City,"Culver City, CA",Nothing found,"The Data Analyst works with Product Managers to produce actionable insights from player behavior data. You will collaborate with Data Scientists, Analysts and..."
535,Los+Angeles,"Data Scientist, Sr.",Children's Hospital Los Angeles,"Glendale, CA 91203",Nothing found,The Senior Data Scientist directs and carries out data-intensive research and development (R&D). The Senior Data Scientist is required to solve meaningful...
536,Los+Angeles,Data Scientist,SCAN Health Plan,"Long Beach, CA 90806",Nothing found,"Data Scientist. Data sources including operational data, prospect data, call center data, core admin data, provider data, VOC data, clinical data, and external..."
537,Los+Angeles,"Data Scientist, Theatrical Marketing",Sony Pictures Entertainment Inc.,"Culver City, CA 90232",Nothing found,"Data Scientist, Theatrical Marketing. The Data Scientist, Theatrical Marketing must have a proven track record of extracting meaningful business insights from..."
538,Los+Angeles,Data Scientist,Internet Brands,"Los Angeles, CA",Nothing found,Martindale-Avvo is looking for an experienced Data Scientist to help lead our machine learning effort. Collaborate with data scientists across a variety of...
539,Los+Angeles,Senior Data Scientist,Hulu,"Santa Monica, CA",Nothing found,We are looking for data scientists who are passionate about using data to drive strategy and product recommendations....
540,Los+Angeles,Data Scientist,GoGuardian,"El Segundo, CA",Nothing found,1 or more years prior experience as a data scientist and a record of delivering data science products to production....
541,Los+Angeles,Product Data Scientist,Snapchat,"Los Angeles, CA",Nothing found,We’re looking for a Data Scientist to join Team Snapchat! Fluency in SQL or other big data querying language....
542,Los+Angeles,Data Scientist,GoGuardian,"El Segundo, CA",Nothing found,1 or more years prior experience as a data scientist and a record of delivering data science products to production....
543,Los+Angeles,Information Security Data Scientist,Cybernetic Search,"Los Angeles, CA",Nothing found,This position’s core focus is to analyze various security data (primarily log data collected in a SIEM) and produce actionable and interesting insights...
544,Los+Angeles,"Cruise, Hotel Partnerships, Data Analysis",Signature Travel Network,"El Segundo, CA 90245",Nothing found,Data Analysis Manager- Preferred Partnerships. Devise methods for identifying data patterns and trends in available information sources....
545,Los+Angeles,Data Scientist,Brillio,"Los Angeles, CA",Nothing found,Data Scientist (Level 6A). Data Scientist(Job Number:. Deep understanding of statistical modelling/machine learning/ data mining concepts....
